date,최대전력(MW)
2008.11.20,57842
2008.11.21,55584
2008.11.22,51154
2008.11.23,47759
2008.11.24,55482
2008.11.25,55377
2008.11.26,54918
2008.11.27,55778
2008.11.28,54036
2008.11.29,50352
2008.11.30,48331
2008.12.1,54708
2008.12.2,54121
2008.12.3,54992
2008.12.4,55230
2008.12.5,58476
2008.12.6,54297
2008.12.7,51494
2008.12.8,58120
2008.12.9,56160
2008.12.10,54907
2008.12.11,55168
2008.12.12,55350
2008.12.13,51162
2008.12.14,50053
2008.12.15,57043
2008.12.16,57017
2008.12.17,55973
2008.12.18,56081
2008.12.19,56927
2008.12.20,50921
2008.12.21,50362
2008.12.22,58636
2008.12.23,57634
2008.12.24,56856
2008.12.25,51739
2008.12.26,55113
2008.12.27,50870
2008.12.28,48901
2008.12.29,54390
2008.12.30,54279
2008.12.31,52857
2009.1.1,48935
2009.1.2,51611
2009.1.3,50753
2009.1.4,50030
2009.1.5,58542
2009.1.6,59647
2009.1.7,59337
2009.1.8,59984
2009.1.9,59885
2009.1.10,55131
2009.1.11,53691
2009.1.12,62645
2009.1.13,62269
2009.1.14,62245
2009.1.15,62529
2009.1.16,61837
2009.1.17,55500
2009.1.18,51885
2009.1.19,59680
2009.1.20,59848
2009.1.21,59758
2009.1.22,58567
2009.1.23,59718
2009.1.24,54653
2009.1.25,50320
2009.1.26,45285
2009.1.27,46881
2009.1.28,50578
2009.1.29,56164
2009.1.30,56144
2009.1.31,50216
2009.2.1,48964
2009.2.2,56736
2009.2.3,56138
2009.2.4,56833
2009.2.5,56451
2009.2.6,56551
2009.2.7,50784
2009.2.8,49128
2009.2.9,56477
2009.2.10,56561
2009.2.11,55997
2009.2.12,55577
2009.2.13,53346
2009.2.14,49870
2009.2.15,50996
2009.2.16,59293
2009.2.17,59849
2009.2.18,59360
2009.2.19,59123
2009.2.20,58205
2009.2.21,54137
2009.2.22,50234
2009.2.23,56655
2009.2.25,54976
2009.2.26,55960
2009.2.27,55303
2009.3.1,48955
2009.3.2,55584
2009.3.3,58047
2009.3.4,56892
2009.3.5,56488
2009.3.6,55993
2009.3.7,51479
2009.3.8,48870
2009.3.9,55402
2009.3.10,55381
2009.3.11,56506
2009.3.12,55223
2009.3.13,56322
2009.3.14,52205
2009.3.15,49085
2009.3.16,54969
2009.3.17,53677
2009.3.18,52245
2009.3.19,52109
2009.3.20,51983
2009.3.21,47092
2009.3.22,46749
2009.3.23,53588
2009.3.24,54655
2009.3.25,55075
2009.3.26,55822
2009.3.27,54917
2009.3.28,49470
2009.3.29,47295
2009.3.30,53448
2009.3.31,53220
2009.4.1,54063
2009.4.2,53453
2009.4.3,53216
2009.4.4,48270
2009.4.5,46563
2009.4.6,52194
2009.4.7,51864
2009.4.8,50873
2009.4.9,51342
2009.4.10,50469
2009.4.11,45953
2009.4.12,44195
2009.4.13,51012
2009.4.14,51223
2009.4.15,52067
2009.4.16,52041
2009.4.17,50395
2009.4.18,46026
2009.4.19,44250
2009.4.20,51592
2009.4.21,51821
2009.4.22,51114
2009.4.23,50994
2009.4.24,51051
2009.4.25,47911
2009.4.26,46033
2009.4.27,50850
2009.4.28,50488
2009.4.29,50407
2009.4.30,49883
2009.5.1,44695
2009.5.2,44498
2009.5.3,43294
2009.5.4,46825
2009.5.5,45938
2009.5.6,50629
2009.5.7,50939
2009.5.8,51616
2009.5.9,46862
2009.5.10,44429
2009.5.11,51536
2009.5.12,51589
2009.5.13,50794
2009.5.14,51338
2009.5.15,51309
2009.5.16,46813
2009.5.17,44125
2009.5.18,50268
2009.5.19,51397
2009.5.20,51936
2009.5.21,51324
2009.5.22,50554
2009.5.23,46280
2009.5.24,43964
2009.5.25,51954
2009.5.26,53033
2009.5.27,53197
2009.5.28,53065
2009.5.29,52423
2009.5.30,45709
2009.5.31,43278
2009.6.1,52570
2009.6.2,53777
2009.6.3,52061
2009.6.4,52843
2009.6.5,53327
2009.6.6,46358
2009.6.7,44363
2009.6.8,53265
2009.6.9,52890
2009.6.10,53202
2009.6.11,53343
2009.6.12,53345
2009.6.13,47722
2009.6.14,44854
2009.6.15,53958
2009.6.16,54676
2009.6.17,54583
2009.6.18,56457
2009.6.19,58037
2009.6.20,50328
2009.6.21,48082
2009.6.22,55864
2009.6.23,57052
2009.6.24,57728
2009.6.25,58049
2009.6.26,58901
2009.6.27,52277
2009.6.28,48267
2009.6.29,60129
2009.6.30,58911
2009.7.1,56781
2009.7.2,55640
2009.7.3,56383
2009.7.4,50224
2009.7.5,47811
2009.7.7,57469
2009.7.8,60557
2009.7.9,58746
2009.7.10,58622
2009.7.11,51127
2009.7.12,47301
2009.7.13,58453
2009.7.14,60415
2009.7.15,56502
2009.7.16,59022
2009.7.17,59107
2009.7.18,53370
2009.7.19,49323
2009.7.20,60801
2009.7.21,59550
2009.7.22,58226
2009.7.23,58743
2009.7.24,57224
2009.7.25,49542
2009.7.26,46625
2009.7.27,57585
2009.7.28,56991
2009.7.29,57923
2009.7.30,58389
2009.7.31,56611
2009.8.1,47347
2009.8.2,46763
2009.8.3,49338
2009.8.4,52668
2009.8.5,54900
2009.8.6,57014
2009.8.7,57052
2009.8.8,52192
2009.8.9,50348
2009.8.10,60492
2009.8.11,57619
2009.8.12,58564
2009.8.13,60699
2009.8.14,60730
2009.8.15,52995
2009.8.16,50351
2009.8.17,61411
2009.8.18,62677
2009.8.19,63212
2009.8.20,62753
2009.8.21,60753
2009.8.22,53552
2009.8.23,49661
2009.8.24,61245
2009.8.25,60971
2009.8.26,60319
2009.8.27,60444
2009.8.28,61414
2009.8.29,51791
2009.8.30,46285
2009.8.31,56461
2009.9.1,57233
2009.9.2,57800
2009.9.3,58194
2009.9.4,58476
2009.9.5,53402
2009.9.6,49616
2009.9.7,60624
2009.9.8,59386
2009.9.9,59138
2009.9.10,58242
2009.9.11,56799
2009.9.12,50159
2009.9.13,47118
2009.9.14,55318
2009.9.15,55619
2009.9.16,55970
2009.9.17,55850
2009.9.18,56575
2009.9.19,50143
2009.9.20,46946
2009.9.21,55221
2009.9.22,55412
2009.9.23,55676
2009.9.24,55939
2009.9.25,55228
2009.9.26,50805
2009.9.27,47568
2009.9.28,55590
2009.9.29,55733
2009.9.30,55410
2009.10.1,51529
2009.10.2,40891
2009.10.3,37110
2009.10.4,39607
2009.10.5,46447
2009.10.6,52468
2009.10.7,53223
2009.10.9,53558
2009.10.10,48378
2009.10.11,46152
2009.10.12,54006
2009.10.13,54584
2009.10.14,53812
2009.10.15,54511
2009.10.16,54176
2009.10.17,48159
2009.10.18,46121
2009.10.19,54576
2009.10.20,54543
2009.10.21,54101
2009.10.22,55068
2009.10.23,54448
2009.10.24,48221
2009.10.25,46506
2009.10.26,54954
2009.10.27,55103
2009.10.28,54582
2009.10.29,55012
2009.10.30,54501
2009.10.31,48315
2009.11.1,46865
2009.11.2,57910
2009.11.3,58414
2009.11.4,56250
2009.11.5,55675
2009.11.6,55063
2009.11.7,48893
2009.11.8,47440
2009.11.9,55501
2009.11.10,55965
2009.11.11,56084
2009.11.12,56798
2009.11.13,56464
2009.11.14,52533
2009.11.15,51343
2009.11.16,61843
2009.11.17,62315
2009.11.18,61941
2009.11.19,61375
2009.11.20,61513
2009.11.21,55343
2009.11.22,52517
2009.11.23,60295
2009.11.24,59548
2009.11.25,60453
2009.11.26,59278
2009.11.27,59078
2009.11.28,53523
2009.11.29,51347
2009.11.30,59776
2009.12.1,59636
2009.12.2,59689
2009.12.3,61007
2009.12.4,60150
2009.12.5,56513
2009.12.6,54280
2009.12.7,63292
2009.12.8,63512
2009.12.9,62766
2009.12.10,61752
2009.12.11,60076
2009.12.12,54639
2009.12.13,53008
2009.12.14,63035
2009.12.15,64991
2009.12.16,65438
2009.12.17,66619
2009.12.18,66797
2009.12.19,60368
2009.12.20,57317
2009.12.21,66430
2009.12.22,64988
2009.12.23,62605
2009.12.24,63089
2009.12.25,56855
2009.12.26,57698
2009.12.27,56908
2009.12.28,66250
2009.12.29,66175
2009.12.30,64103
2009.12.31,63023
2010.1.1,56391
2010.1.2,55470
2010.1.3,55581
2010.1.4,66149
2010.1.5,66901
2010.1.6,67855
2010.1.7,68273
2010.1.8,68555
2010.1.9,61277
2010.1.10,57900
2010.1.11,68202
2010.1.12,68758
2010.1.13,68963
2010.1.14,68937
2010.1.15,68539
2010.1.16,61076
2010.1.17,58140
2010.1.18,67347
2010.1.19,66095
2010.1.20,63608
2010.1.21,64783
2010.1.22,66357
2010.1.23,59704
2010.1.24,56835
2010.1.25,65677
2010.1.26,66754
2010.1.27,65585
2010.1.28,63737
2010.1.29,65033
2010.1.30,58093
2010.1.31,54660
2010.2.1,64747
2010.2.2,65362
2010.2.3,67158
2010.2.4,66878
2010.2.5,66347
2010.2.6,60583
2010.2.7,56968
2010.2.8,65554
2010.2.9,64692
2010.2.10,63648
2010.2.11,64432
2010.2.12,62160
2010.2.13,53947
2010.2.14,48762
2010.2.15,51038
2010.2.16,56551
2010.2.17,63991
2010.2.18,64717
2010.2.19,64530
2010.2.20,57670
2010.2.21,53941
2010.2.22,62072
2010.2.23,60745
2010.2.24,58871
2010.2.25,58443
2010.2.26,57875
2010.2.27,53514
2010.2.28,50703
2010.3.1,54174
2010.3.2,61058
2010.3.3,60567
2010.3.4,60678
2010.3.5,59940
2010.3.6,54973
2010.3.7,52649
2010.3.8,60869
2010.3.9,61719
2010.3.10,63520
2010.3.11,61714
2010.3.12,60238
2010.3.13,54685
2010.3.14,51175
2010.3.15,59614
2010.3.16,60522
2010.3.17,60693
2010.3.18,61895
2010.3.19,60987
2010.3.20,54215
2010.3.21,52065
2010.3.22,61342
2010.3.23,61085
2010.3.24,58629
2010.3.24,58629
2010.3.25,60204
2010.3.26,60478
2010.3.27,54334
2010.3.28,51532
2010.3.29,58571
2010.3.30,58949
2010.3.31,59738
2010.4.1,58130
2010.4.2,57662
2010.4.3,53429
2010.4.4,50063
2010.4.5,55671
2010.4.6,56978
2010.4.7,56624
2010.4.8,56916
2010.4.9,55600
2010.4.10,51203
2010.4.11,48636
2010.4.12,56017
2010.4.13,58181
2010.4.14,58304
2010.4.15,58131
2010.4.16,56590
2010.4.17,52212
2010.4.18,49721
2010.4.19,55814
2010.4.20,55078
2010.4.21,55520
2010.4.21,55520
2010.4.22,56553
2010.4.23,55370
2010.4.24,51033
2010.4.25,48521
2010.4.26,56083
2010.4.27,56387
2010.4.28,58766
2010.4.29,56313
2010.4.30,55018
2010.5.1,49267
2010.5.2,47824
2010.5.3,54328
2010.5.4,54128
2010.5.5,50631
2010.5.6,54703
2010.5.7,53512
2010.5.8,49220
2010.5.9,46677
2010.5.10,53919
2010.5.11,54209
2010.5.12,53564
2010.5.13,53707
2010.5.14,53540
2010.5.15,49725
2010.5.16,46502
2010.5.17,54482
2010.5.18,55244
2010.5.19,54308
2010.5.20,55393
2010.5.21,51089
2010.5.22,48959
2010.5.23,46849
2010.5.24,54076
2010.5.25,54352
2010.5.26,54148
2010.5.27,54253
2010.5.28,54403
2010.5.29,50137
2010.5.30,46909
2010.5.31,53838
2010.6.1,54197
2010.6.2,51954
2010.6.3,56224
2010.6.4,57021
2010.6.5,52282
2010.6.6,48278
2010.6.7,59364
2010.6.8,59341
2010.6.9,60564
2010.6.10,61464
2010.6.11,60497
2010.6.12,52380
2010.6.13,49237
2010.6.14,59693
2010.6.15,61656
2010.6.16,60091
2010.6.17,62269
2010.6.18,62479
2010.6.19,54962
2010.6.20,49737
2010.6.21,61058
2010.6.22,60265
2010.6.23,60629
2010.6.24,62130
2010.6.25,62828
2010.6.26,54224
2010.6.27,49412
2010.6.28,61810
2010.6.29,62699
2010.6.30,62044
2010.7.1,63274
2010.7.2,63277
2010.7.3,56545
2010.7.4,52044
2010.7.5,64587
2010.7.6,65025
2010.7.7,64839
2010.7.8,63493
2010.7.9,63904
2010.7.10,56927
2010.7.11,50322
2010.7.12,62649
2010.7.13,63409
2010.7.14,63985
2010.7.15,64795
2010.7.16,63439
2010.7.17,56700
2010.7.18,53048
2010.7.19,65683
2010.7.20,67008
2010.7.21,66850
2010.7.22,67619
2010.7.23,63799
2010.7.24,58717
2010.7.25,53154
2010.7.26,65445
2010.7.27,67323
2010.7.28,64904
2010.7.29,66192
2010.7.30,64812
2010.7.31,54739
2010.8.1,53946
2010.8.2,58915
2010.8.3,58086
2010.8.4,62663
2010.8.5,66609
2010.8.6,65633
2010.8.7,59045
2010.8.8,54975
2010.8.9,67287
2010.8.10,65800
2010.8.11,65206
2010.8.12,63461
2010.8.13,65504
2010.8.14,58726
2010.8.15,54015
2010.8.16,63646
2010.8.17,64676
2010.8.18,67452
2010.8.19,68493
2010.8.20,69886
2010.8.21,64327
2010.8.22,58594
2010.8.23,69404
2010.8.24,66982
2010.8.25,65140
2010.8.26,66283
2010.8.27,67781
2010.8.27,67781
2010.8.28,59400
2010.8.29,54204
2010.8.30,67230
2010.8.31,66242
2010.9.1,68842
2010.9.2,63901
2010.9.3,67802
2010.9.4,62239
2010.9.5,54902
2010.9.6,66362
2010.9.7,63906
2010.9.8,59598
2010.9.9,60665
2010.9.10,64312
2010.9.11,58590
2010.9.12,52039
2010.9.13,62758
2010.9.14,63188
2010.9.15,62527
2010.9.16,62644
2010.9.17,63411
2010.9.18,58479
2010.9.19,52757
2010.9.20,55804
2010.9.21,45151
2010.9.22,38764
2010.9.23,41282
2010.9.24,47132
2010.9.25,48664
2010.9.26,48466
2010.9.27,56095
2010.9.28,56040
2010.9.29,55918
2010.9.30,56247
2010.10.1,55938
2010.10.2,51865
2010.10.3,48264
2010.10.4,56515
2010.10.5,56438
2010.10.6,56475
2010.10.7,57373
2010.10.8,57084
2010.10.9,50452
2010.10.10,48332
2010.10.11,57773
2010.10.12,57712
2010.10.13,57364
2010.10.14,57818
2010.10.15,57057
2010.10.16,51213
2010.10.17,48850
2010.10.18,57601
2010.10.19,58124
2010.10.20,57494
2010.10.21,58268
2010.10.22,57184
2010.10.23,50843
2010.10.24,49157
2010.10.25,58170
2010.10.26,60330
2010.10.27,59328
2010.10.28,60003
2010.10.29,58414
2010.10.30,51919
2010.10.31,50057
2010.11.1,58325
2010.11.2,60444
2010.11.3,59648
2010.11.4,60006
2010.11.5,58874
2010.11.6,53375
2010.11.7,50906
2010.11.8,61506
2010.11.9,62623
2010.11.10,60837
2010.11.11,60749
2010.11.12,60282
2010.11.13,54292
2010.11.14,52299
2010.11.15,63009
2010.11.16,63204
2010.11.17,61785
2010.11.18,62482
2010.11.19,62270
2010.11.20,56191
2010.11.21,52209
2010.11.22,62052
2010.11.23,62576
2010.11.24,61352
2010.11.25,63802
2010.11.26,64100
2010.11.27,58710
2010.11.28,55891
2010.11.29,64984
2010.11.30,63154
2010.12.1,62842
2010.12.2,62690
2010.12.3,65414
2010.12.4,59111
2010.12.5,54345
2010.12.6,65324
2010.12.7,66728
2010.12.8,67295
2010.12.9,67817
2010.12.10,67505
2010.12.11,60423
2010.12.12,57531
2010.12.13,68739
2010.12.14,69614
2010.12.15,71308
2010.12.16,71258
2010.12.17,71060
2010.12.18,62928
2010.12.19,57830
2010.12.20,66377
2010.12.21,67445
2010.12.22,66055
2010.12.23,67320
2010.12.24,69950
2010.12.25,63874
2010.12.26,60856
2010.12.27,70107
2010.12.28,70018
2010.12.29,69708
2010.12.30,69000
2010.12.31,67331
2011.1.1,59796
2011.1.2,59173
2011.1.3,70868
2011.1.4,70869
2011.1.5,70073
2011.1.6,71285
2011.1.7,71423
2011.1.8,65100
2011.1.9,61861
2011.1.10,71840
2011.1.11,71687
2011.1.12,71785
2011.1.13,71783
2011.1.14,71569
2011.1.15,66923
2011.1.16,64446
2011.1.17,73137
2011.1.18,72433
2011.1.19,72223
2011.1.20,71918
2011.1.21,71910
2011.1.22,65505
2011.1.23,62263
2011.1.24,71913
2011.1.25,72344
2011.1.26,72292
2011.1.27,73014
2011.1.28,72274
2011.1.29,66813
2011.1.30,64028
2011.1.31,71555
2011.2.1,67396
2011.2.2,58340
2011.2.3,50796
2011.2.4,52817
2011.2.5,55570
2011.2.6,57142
2011.2.7,68498
2011.2.8,68791
2011.2.9,67876
2011.2.10,70087
2011.2.11,69597
2011.2.12,63786
2011.2.13,60087
2011.2.14,71002
2011.2.15,69913
2011.2.16,69763
2011.2.17,68750
2011.2.18,67796
2011.2.19,61327
2011.2.20,57482
2011.2.21,65622
2011.2.22,64954
2011.2.23,64759
2011.2.24,63250
2011.2.25,64032
2011.2.26,58402
2011.2.27,55444
2011.2.28,65290
2011.3.1,60454
2011.3.2,66746
2011.3.3,67310
2011.3.4,67320
2011.3.5,61100
2011.3.6,55736
2011.3.7,65700
2011.3.8,65497
2011.3.9,65762
2011.3.10,66221
2011.3.11,64038
2011.3.12,57908
2011.3.13,53341
2011.3.14,62730
2011.3.15,64101
2011.3.16,65532
2011.3.17,65740
2011.3.18,64124
2011.3.19,57109
2011.3.20,53881
2011.3.21,61855
2011.3.22,63654
2011.3.23,64073
2011.3.24,63658
2011.3.25,64447
2011.3.26,57412
2011.3.27,53874
2011.3.28,62884
2011.3.29,63256
2011.3.30,61571
2011.3.31,60600
2011.4.1,59252
2011.4.2,55482
2011.4.3,52487
2011.4.4,60148
2011.4.5,59513
2011.4.6,59749
2011.4.7,61400
2011.4.8,58990
2011.4.9,54158
2011.4.10,51540
2011.4.11,59317
2011.4.12,58278
2011.4.13,58167
2011.4.14,58387
2011.4.15,58213
2011.4.16,53422
2011.4.17,51060
2011.4.18,60491
2011.4.19,59288
2011.4.20,57945
2011.4.21,58567
2011.4.22,60413
2011.4.23,54022
2011.4.24,51836
2011.4.25,58468
2011.4.26,60417
2011.4.27,58652
2011.4.28,58727
2011.4.29,57543
2011.4.30,53761
2011.5.1,49708
2011.5.2,56616
2011.5.3,57474
2011.5.4,57261
2011.5.5,53773
2011.5.6,56584
2011.5.7,53135
2011.5.8,48844
2011.5.9,57426
2011.5.10,54245
2011.5.11,58162
2011.5.12,57456
2011.5.13,56468
2011.5.14,52212
2011.5.15,49085
2011.5.16,56752
2011.5.17,56867
2011.5.18,57557
2011.5.19,58085
2011.5.20,59355
2011.5.21,54227
2011.5.22,49822
2011.5.23,57395
2011.5.24,58142
2011.5.25,58637
2011.5.26,58444
2011.5.27,58006
2011.5.28,53420
2011.5.29,50249
2011.5.30,59330
2011.5.31,58616
2011.6.1,57787
2011.6.2,58797
2011.6.3,58488
2011.6.4,53800
2011.6.5,49207
2011.6.6,53077
2011.6.7,60236
2011.6.8,61512
2011.6.9,60058
2011.6.10,61087
2011.6.11,56286
2011.6.12,51047
2011.6.13,61587
2011.6.14,62196
2011.6.15,63471
2011.6.16,64211
2011.6.17,63935
2011.6.18,57953
2011.6.19,52965
2011.6.20,66872
2011.6.21,66254
2011.6.22,64846
2011.6.23,65856
2011.6.24,63144
2011.6.25,56412
2011.6.26,50607
2011.6.27,60942
2011.6.28,64249
2011.6.29,64414
2011.6.30,65497
2011.7.1,66358
2011.7.2,59613
2011.7.3,53332
2011.7.4,64946
2011.7.5,66128
2011.7.6,65060
2011.7.7,64622
2011.7.8,64283
2011.7.9,58040
2011.7.10,53593
2011.7.11,64240
2011.7.12,65237
2011.7.13,66087
2011.7.14,66480
2011.7.15,67140
2011.7.16,61028
2011.7.17,56518
2011.7.18,70956
2011.7.19,71393
2011.7.20,70350
2011.7.21,69173
2011.7.22,66105
2011.7.23,61339
2011.7.24,55435
2011.7.25,67965
2011.7.26,68964
2011.7.27,67464
2011.7.28,67942
2011.7.29,68254
2011.7.30,58439
2011.7.31,54326
2011.8.1,57942
2011.8.2,59257
2011.8.3,61244
2011.8.4,65124
2011.8.5,67951
2011.8.6,61767
2011.8.7,57003
2011.8.8,66784
2011.8.9,67523
2011.8.10,67776
2011.8.11,69587
2011.8.12,68112
2011.8.13,60927
2011.8.14,55352
2011.8.15,59826
2011.8.16,68649
2011.8.17,67645
2011.8.18,67527
2011.8.19,65828
2011.8.20,57322
2011.8.21,53116
2011.8.22,64261
2011.8.23,63587
2011.8.24,63959
2011.8.25,65285
2011.8.26,66214
2011.8.27,60944
2011.8.28,57034
2011.8.29,70767
2011.8.30,71745
2011.8.31,72194
2011.9.1,70529
2011.9.2,71061
2011.9.3,61977
2011.9.4,54861
2011.9.5,66594
2011.9.6,66278
2011.9.7,64990
2011.9.8,64524
2011.9.9,62293
2011.9.10,51803
2011.9.11,45021
2011.9.12,42993
2011.9.13,48043
2011.9.14,58754
2011.9.15,67281
2011.9.16,67405
2011.9.17,62936
2011.9.18,52738
2011.9.19,59227
2011.9.20,59172
2011.9.21,58737
2011.9.22,59707
2011.9.23,59500
2011.9.24,54366
2011.9.25,51479
2011.9.26,60018
2011.9.27,61003
2011.9.28,59963
2011.9.29,60274
2011.9.30,57516
2011.10.1,52404
2011.10.2,49454
2011.10.3,53024
2011.10.4,59282
2011.10.5,59182
2011.10.6,60086
2011.10.7,59674
2011.10.8,53737
2011.10.9,50842
2011.10.10,60712
2011.10.11,60691
2011.10.12,60476
2011.10.13,60907
2011.10.14,60044
2011.10.15,53962
2011.10.16,50957
2011.10.17,61107
2011.10.18,61448
2011.10.19,60644
2011.10.20,61343
2011.10.21,60554
2011.10.22,54621
2011.10.23,51428
2011.10.24,61578
2011.10.25,62575
2011.10.26,61599
2011.10.27,61921
2011.10.28,60753
2011.10.29,55053
2011.10.30,51704
2011.10.31,60913
2011.11.1,60289
2011.11.2,60192
2011.11.3,60915
2011.11.4,60326
2011.11.5,54200
2011.11.6,51533
2011.11.7,60708
2011.11.8,61174
2011.11.9,60409
2011.11.10,61125
2011.11.11,60197
2011.11.12,54054
2011.11.13,52104
2011.11.14,62271
2011.11.15,62550
2011.11.16,61292
2011.11.17,62286
2011.11.18,61210
2011.11.19,55031
2011.11.20,54654
2011.11.21,65357
2011.11.22,65709
2011.11.23,66818
2011.11.24,67554
2011.11.25,66512
2011.11.26,58814
2011.11.27,54280
2011.11.28,62210
2011.11.29,63079
2011.11.30,64892
2011.12.1,65542
2011.12.2,65139
2011.12.3,57807
2011.12.4,55878
2011.12.5,67115
2011.12.6,67180
2011.12.7,66500
2011.12.8,68671
2011.12.9,69410
2011.12.10,61464
2011.12.11,57849
2011.12.12,67595
2011.12.13,69017
2011.12.14,68985
2011.12.15,68667
2011.12.16,69899
2011.12.17,64187
2011.12.18,60134
2011.12.19,71145
2011.12.20,71573
2011.12.21,70090
2011.12.22,70990
2011.12.23,71886
2011.12.24,63489
2011.12.25,60765
2011.12.26,72128
2011.12.27,72554
2011.12.28,71482
2011.12.29,68986
2011.12.30,68524
2011.12.31,60312
2012.1.1,58124
2012.1.2,69015
2012.1.3,71631
2012.1.4,72865
2012.1.5,72199
2012.1.6,72552
2012.1.7,64570
2012.1.8,61089
2012.1.9,71646
2012.1.10,71620
2012.1.11,72453
2012.1.12,71980
2012.1.13,71893
2012.1.14,63746
2012.1.15,60377
2012.1.16,71422
2012.1.17,69998
2012.1.18,69874
2012.1.19,69189
2012.1.20,66299
2012.1.21,58618
2012.1.22,54550
2012.1.23,53318
2012.1.24,56051
2012.1.25,63424
2012.1.26,70451
2012.1.27,71023
2012.1.28,63016
2012.1.29,60436
2012.1.30,71609
2012.1.31,72308
2012.2.1,72012
2012.2.2,73833
2012.2.3,73040
2012.2.4,65486
2012.2.5,61327
2012.2.6,72008
2012.2.7,73098
2012.2.8,73131
2012.2.9,72432
2012.2.10,72535
2012.2.11,64071
2012.2.12,60365
2012.2.13,71147
2012.2.14,70253
2012.2.15,69690
2012.2.16,69414
2012.2.17,70987
2012.2.18,64121
2012.2.19,60733
2012.2.20,70433
2012.2.21,70066
2012.2.22,68837
2012.2.23,66267
2012.2.24,66140
2012.2.25,60731
2012.2.26,58687
2012.2.27,68116
2012.2.28,69091
2012.2.29,66910
2012.3.1,59676
2012.3.2,65461
2012.3.3,57884
2012.3.4,55923
2012.3.5,67475
2012.3.6,68119
2012.3.7,67480
2012.3.8,67407
2012.3.9,67403
2012.3.10,59193
2012.3.11,58214
2012.3.12,69180
2012.3.13,67944
2012.3.14,67941
2012.3.15,66662
2012.3.16,65949
2012.3.17,58487
2012.3.18,55516
2012.3.19,65929
2012.3.20,65917
2012.3.21,65554
2012.3.22,66314
2012.3.23,65916
2012.3.24,58455
2012.3.25,55600
2012.3.26,65406
2012.3.27,64132
2012.3.28,62671
2012.3.29,61505
2012.3.30,62686
2012.3.31,55993
2012.4.1,53824
2012.4.2,62058
2012.4.3,64390
2012.4.4,62455
2012.4.5,61447
2012.4.6,61955
2012.4.7,56470
2012.4.8,52545
2012.4.9,59632
2012.4.10,60615
2012.4.11,57192
2012.4.12,60318
2012.4.13,59998
2012.4.14,54323
2012.4.15,51032
2012.4.16,59317
2012.4.17,59495
2012.4.18,58531
2012.4.19,59736
2012.4.20,58827
2012.4.21,56020
2012.4.22,51897
2012.4.23,59092
2012.4.24,57954
2012.4.25,60184
2012.4.26,58571
2012.4.27,57420
2012.4.28,52289
2012.4.29,50060
2012.4.30,57303
2012.5.1,53469
2012.5.2,59194
2012.5.3,58681
2012.5.4,58254
2012.5.5,51023
2012.5.6,49265
2012.5.7,58783
2012.5.8,59726
2012.5.9,59180
2012.5.10,59469
2012.5.11,59389
2012.5.12,53474
2012.5.13,50870
2012.5.14,60105
2012.5.15,59545
2012.5.16,59297
2012.5.17,59354
2012.5.18,58805
2012.5.19,54050
2012.5.20,51396
2012.5.21,59738
2012.5.22,60915
2012.5.23,61029
2012.5.24,60583
2012.5.25,60262
2012.5.26,54131
2012.5.27,50165
2012.5.28,53876
2012.5.29,60116
2012.5.30,60395
2012.5.31,60991
2012.6.1,60411
2012.6.2,56122
2012.6.3,51865
2012.6.4,62206
2012.6.5,62958
2012.6.6,59139
2012.6.7,63340
2012.6.8,62556
2012.6.9,57383
2012.6.10,52788
2012.6.11,63222
2012.6.12,64506
2012.6.13,63780
2012.6.14,64546
2012.6.15,63990
2012.6.16,58330
2012.6.17,53298
2012.6.18,66205
2012.6.19,66982
2012.6.20,67009
2012.6.21,66934
2012.6.22,66429
2012.6.23,60035
2012.6.24,54183
2012.6.25,66791
2012.6.26,65382
2012.6.27,65558
2012.6.28,65842
2012.6.29,67390
2012.6.30,59230
2012.7.1,53160
2012.7.2,65642
2012.7.3,66433
2012.7.4,67858
2012.7.5,66378
2012.7.6,65582
2012.7.7,57899
2012.7.8,54057
2012.7.9,68751
2012.7.10,67961
2012.7.11,67862
2012.7.12,67740
2012.7.13,68543
2012.7.14,59922
2012.7.15,53714
2012.7.16,64442
2012.7.17,66197
2012.7.18,68952
2012.7.19,67871
2012.7.20,69021
2012.7.21,62512
2012.7.22,57900
2012.7.23,72595
2012.7.24,72913
2012.7.25,72784
2012.7.26,72630
2012.7.27,72704
2012.7.28,64680
2012.7.29,60779
2012.7.30,69856
2012.7.31,70763
2012.8.1,68525
2012.8.2,67314
2012.8.3,66851
2012.8.4,62279
2012.8.5,63236
2012.8.6,74291
2012.8.7,73653
2012.8.8,72497
2012.8.9,72940
2012.8.10,70288
2012.8.11,63524
2012.8.12,57960
2012.8.13,69090
2012.8.14,69018
2012.8.15,62387
2012.8.16,69481
2012.8.17,71135
2012.8.18,63768
2012.8.19,59360
2012.8.20,71059
2012.8.21,70992
2012.8.22,66037
2012.8.23,64960
2012.8.24,63708
2012.8.25,60599
2012.8.26,58068
2012.8.27,71046
2012.8.28,65715
2012.8.29,68780
2012.8.30,65840
2012.8.31,64788
2012.9.1,58196
2012.9.2,54602
2012.9.3,67693
2012.9.4,66324
2012.9.5,65566
2012.9.6,64096
2012.9.7,64860
2012.9.8,56953
2012.9.9,52607
2012.9.10,63382
2012.9.11,63690
2012.9.12,63598
2012.9.13,63730
2012.9.14,61461
2012.9.15,55814
2012.9.16,52053
2012.9.17,60517
2012.9.18,61632
